name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new delhi,2017-07-18,36.2,27,32.1,50.1,31.2,40.8,26.4,73.5,0.4,100,16.67,rain,,,,11.5,90.4,999.5,54.4,3.2,235.1,20.4,8,,2017-07-18T05:34:45,2017-07-18T19:19:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-19,38,29.1,33.2,50.8,36,42.3,26.1,67.7,0,0,0,,,,,14.1,53.3,997.6,50.3,3.2,306.8,26.4,9,,2017-07-19T05:35:17,2017-07-19T19:19:19,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-20,34,25.3,30,45.1,25.3,37,26.3,81.4,33,100,16.67,rain,,,33.5,17.4,72.5,997.5,60.1,2.8,192.2,16.5,6,,2017-07-20T05:35:50,2017-07-20T19:18:53,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-21,36,28.7,32,46.5,35.4,40.8,26.3,73.2,0,0,0,,,,,17.4,73,997.6,57.7,3.6,191,16.5,6,,2017-07-21T05:36:22,2017-07-21T19:18:26,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-22,34.5,27,29.7,44.7,31.2,36.6,25.9,80.6,4,100,4.17,rain,,,33.5,20.5,89.6,997.9,69.5,3.4,176,15.1,7,,2017-07-22T05:36:55,2017-07-22T19:17:58,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-23,34.4,26.4,29.1,45.9,26.4,35.5,26.3,85.7,19,100,8.33,rain,,,,18.7,94.7,997.2,70.6,2.7,272.2,23.7,9,,2017-07-23T05:37:28,2017-07-23T19:17:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-24,32.7,26.9,29.3,41.8,30.9,35.7,26,83.2,3,100,8.33,rain,,,,19.9,97.4,996.4,69.3,3,221.4,19.2,8,,2017-07-24T05:38:01,2017-07-24T19:16:58,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-25,32,27,28.8,43.6,30.6,35.3,26.2,85.9,1,100,4.17,rain,,,27.7,16.6,91.6,997,74.5,2.7,278.9,24.4,8,,2017-07-25T05:38:34,2017-07-25T19:16:26,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-26,34.8,26.9,30.6,44.7,30.7,37.9,26,77.4,0.3,100,12.5,rain,,,,18.4,105.5,999.1,58.9,3.3,235.7,20.4,6,,2017-07-26T05:39:08,2017-07-26T19:15:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-27,34.8,29.2,31.5,43.2,36.4,39.5,25.8,72.6,0,0,0,,,,,16.3,97.6,1000.7,64.1,3.7,227.3,19.6,8,,2017-07-27T05:39:41,2017-07-27T19:15:17,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-28,35.7,28,31.3,49.5,33.9,39.6,26.2,74.9,5,100,8.33,rain,,,,20.8,86.5,1001.2,66.3,3.5,274.7,23.7,8,,2017-07-28T05:40:15,2017-07-28T19:14:41,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-29,34.8,27.9,30.5,44.7,33.3,37.9,26.1,78.3,0,0,0,,,,37.1,20.9,116.1,1001.5,57.5,3.6,217.2,18.7,7,,2017-07-29T05:40:48,2017-07-29T19:14:04,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-30,33.2,28,30.3,40.8,32.7,36.5,25.1,74.8,0,0,0,,,,,13.2,157.3,1000.9,71.1,3.8,220.1,18.9,7,,2017-07-30T05:41:22,2017-07-30T19:13:25,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-31,30,27,28.3,38.3,31.3,34.3,26.3,89.6,22,100,12.5,rain,,,,12.4,179.9,1001.5,80.3,2.7,118,10.4,4,,2017-07-31T05:41:56,2017-07-31T19:12:45,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-01,31.7,27,28.1,40.4,30.9,33.7,26.3,90.2,0.2,100,4.17,rain,,,,16.7,242,1001.5,76.2,2.5,198.6,17.2,7,,2017-08-01T05:42:30,2017-08-01T19:12:04,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-02,31.1,27,29.2,39.3,30.6,35.7,25.9,82.8,0.7,100,8.33,rain,,,,18.4,258.9,1000.6,73.2,3,259.9,22.4,9,,2017-08-02T05:43:03,2017-08-02T19:11:22,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-03,34,27,30.4,42.5,30.6,36.6,25,73.8,0,0,0,,,,33.5,21.7,258.5,997.6,61.3,3.2,237.5,20.6,8,,2017-08-03T05:43:37,2017-08-03T19:10:39,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-04,34.8,27,30.5,45,29.7,37.2,25.1,73.4,0,0,0,,,,,17.5,208.3,997.1,59.3,3.4,261.1,22.4,8,,2017-08-04T05:44:11,2017-08-04T19:09:54,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-05,34.8,27,31.1,41.8,30.1,37.3,24.7,69.6,0,0,0,,,,,13,245.8,999.1,63.9,3,269.3,23.2,9,,2017-08-05T05:44:44,2017-08-05T19:09:09,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-06,36,29,31.9,45.1,34.4,40,25.8,71.1,0.8,100,4.17,rain,,,,30,193.3,1000,60,3.1,234.2,20.3,8,,2017-08-06T05:45:18,2017-08-06T19:08:22,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-07,33.8,26,29.7,45.1,26,37.5,26.8,85.2,30,100,8.33,rain,,,,11,145.3,1001.4,70.6,2.7,194.8,16.8,8,,2017-08-07T05:45:51,2017-08-07T19:07:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-08,34.9,27.1,30.2,46.8,31.7,38.4,26.9,83.5,6,100,4.17,rain,,,,12.7,89.2,1001.4,67,2.9,268.8,23.1,9,,2017-08-08T05:46:25,2017-08-08T19:06:45,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-09,32,27.2,29.1,44.2,32.3,37.2,27.2,89.4,28,100,8.33,rain,,,,17.2,71.9,1000.2,73.7,2.1,185.6,16.1,6,,2017-08-09T05:46:58,2017-08-09T19:05:55,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-10,34,28,30.9,47.3,33.7,39.8,26.7,79.4,0,0,0,,,,,18.4,221.5,998.7,63.9,3,266.4,23.1,9,,2017-08-10T05:47:31,2017-08-10T19:05:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-11,35,28,31.5,45.2,32.7,39.1,25.5,71.2,0,0,0,,,,37.1,22.7,258.4,997.8,63.7,3.4,297.9,25.8,9,,2017-08-11T05:48:04,2017-08-11T19:04:12,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-12,35,28,31.2,43.6,31.9,37.5,24.7,69,0,0,0,,,,33.5,25.6,254.3,998.1,54.2,3.5,290.4,25.1,9,,2017-08-12T05:48:37,2017-08-12T19:03:19,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-13,34.1,27,30.9,43.5,30.1,37,24.6,69.9,0,0,0,,,,,20.3,241.3,1000.6,43.8,3.5,281.5,24.3,9,,2017-08-13T05:49:10,2017-08-13T19:02:25,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-14,36,27,31.4,44.6,30.1,37.2,24.2,66.2,0,0,0,,,,,14.8,260.3,1003.4,56,3.9,294.4,25.2,9,,2017-08-14T05:49:42,2017-08-14T19:01:30,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-15,36.8,28.8,32,46,32.6,38.4,24.4,65.1,0,0,0,,,,,21,264.9,1002.1,47.4,3.8,286.1,24.7,9,,2017-08-15T05:50:15,2017-08-15T19:00:34,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-16,36,27,31.9,42.6,30.1,37.3,23.8,63.9,0,0,0,,,,33.5,21.3,285.7,1000,35,3.5,297.3,25.6,9,,2017-08-16T05:50:47,2017-08-16T18:59:37,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-08-17,37,29,32.8,45.7,33.6,39.7,24.5,62.5,0,0,0,,,,33.5,24,263.3,998.8,38,3.7,292,25.3,9,,2017-08-17T05:51:19,2017-08-17T18:58:39,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-18,37.2,29,33.1,44.8,32.7,40.4,24.7,62.5,0,0,0,,,,33.5,14.8,219.8,1000,44.3,3.9,297.8,25.7,9,,2017-08-18T05:51:51,2017-08-18T18:57:41,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-19,31,26.8,28.5,39.1,31.1,34.7,26.3,88.4,25,100,8.33,rain,,,,15.1,97.5,1003.2,68.3,2.6,250.6,21.9,9,,2017-08-19T05:52:23,2017-08-19T18:56:41,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-20,35.7,27,31,45.8,31.1,38.5,26,76.1,1,100,16.67,rain,,,,14.8,100.3,1002.4,42.8,3.3,290.7,25,9,,2017-08-20T05:52:55,2017-08-20T18:55:41,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-21,35,28,31.4,46.4,33.5,39.9,26.3,74.7,0,0,0,,,,,16.6,103,1001.1,45.6,3.6,298.3,25.9,9,,2017-08-21T05:53:26,2017-08-21T18:54:40,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-22,34,29,30.9,45.3,36,39.6,26.6,78.2,0.2,100,4.17,rain,,,,11.2,123.4,1001.1,58,3.2,256.9,22.3,8,,2017-08-22T05:53:58,2017-08-22T18:53:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-23,33.2,26.3,28.8,44.1,26.3,35.1,26.5,87.6,37.4,100,8.33,rain,,,,9.4,107.8,1003,73,2.5,185.5,15.9,6,,2017-08-23T05:54:29,2017-08-23T18:52:36,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-24,34,25.3,29.7,43.8,25.3,35.5,25.6,79.7,0.3,100,12.5,rain,,,,7.6,121.3,1002.3,67.2,2.5,236.6,20.3,7,,2017-08-24T05:55:00,2017-08-24T18:51:33,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-25,34.8,26,29.9,47,26,37.1,26.2,81.6,2,100,4.17,rain,,,33.5,11.5,129.7,1000.5,64,2.6,192.3,16.6,6,,2017-08-25T05:55:31,2017-08-25T18:50:30,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-26,32.3,25.6,28.3,41.2,25.6,33.3,25.6,85.7,15,100,4.17,rain,,,33.5,17.8,98.5,999.7,67.9,2.7,249.3,21.6,8,,2017-08-26T05:56:02,2017-08-26T18:49:25,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-27,35.2,25,29.6,43.1,25,34,24.8,77.3,1,100,4.17,rain,,,,11.2,33.7,999.9,51.7,3.6,295,25.5,9,,2017-08-27T05:56:33,2017-08-27T18:48:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-28,34.3,27,29.6,42.4,31.2,35.4,25.3,78.5,0.6,100,4.17,rain,,,37.1,27.9,80.2,1001.5,61.8,3.3,218.4,18.8,7,,2017-08-28T05:57:03,2017-08-28T18:47:14,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-29,34.8,27,30.1,44.7,30.6,36.8,25.5,76.9,1,100,4.17,rain,,,33.5,25.5,82.6,1001.1,61.2,3.3,145.5,12.5,5,,2017-08-29T05:57:33,2017-08-29T18:46:08,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-30,34.9,26,30.4,44.8,26,37.6,26,78.5,4,100,4.17,rain,,,33.5,19,98,1002,66.5,3.3,198.8,17.3,6,,2017-08-30T05:58:04,2017-08-30T18:45:02,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-08-31,31.8,25.7,27.5,42.3,25.7,31.3,26.1,92.7,62,100,12.5,rain,,,,15.1,118.7,1003.2,82,2.1,140.2,12.1,5,,2017-08-31T05:58:34,2017-08-31T18:43:54,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-01,31,26,27.8,37.9,26,31.3,25.3,87,11,100,12.5,rain,,,,18.4,204.3,1002.9,78.6,2.7,246.1,21.2,9,,2017-09-01T05:59:04,2017-09-01T18:42:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-02,30.8,25.5,27.9,36.5,25.5,31.7,24.4,81.5,1,100,4.17,rain,,,,25.9,217.6,1003.1,61.2,3.3,266.1,23,9,,2017-09-02T05:59:34,2017-09-02T18:41:38,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-09-03,34,25,29.7,43.5,25,34.4,24.7,75.7,0,0,0,,,,,17.1,227.2,1003.4,31.9,3.8,292.2,25.1,9,,2017-09-03T06:00:03,2017-09-03T18:40:30,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-04,35,27,30.6,43.8,30.1,37.2,25.4,74.7,0,0,0,,,,,16.6,237,1004.6,40.5,3.4,282.7,24.5,9,,2017-09-04T06:00:33,2017-09-04T18:39:21,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-05,34.8,25,29.6,43.1,25,34,24.3,74.5,0.1,100,4.17,rain,,,38.9,20.5,282.4,1004.7,43.8,3.7,284.6,24.6,9,,2017-09-05T06:01:03,2017-09-05T18:38:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-06,35.7,26,30.2,41.9,26,34.6,23.7,69.6,0.6,100,12.5,rain,,,33.5,25.5,216.5,1004.7,47.9,3.7,262.2,22.7,9,,2017-09-06T06:01:32,2017-09-06T18:37:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-07,33,24,28.5,40.9,24,32.4,24.4,79.1,6,100,4.17,rain,,,,11.2,214.8,1005.8,64.7,3.3,262.5,22.5,9,,2017-09-07T06:02:02,2017-09-07T18:35:51,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-08,35,27,30.6,40.2,31.1,36.1,24.7,72.5,0,0,0,,,,,13.2,206.8,1005.9,29.7,3.1,275.4,23.8,9,,2017-09-08T06:02:31,2017-09-08T18:34:40,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-09,35,27,30.7,41.1,30.6,36.2,24.5,71.4,0,0,0,,,,,11.8,225,1004.4,34,3.2,279,24,9,,2017-09-09T06:03:01,2017-09-09T18:33:30,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-10,36.8,27.4,31.9,42.8,31.3,37.6,24.2,65.8,0,0,0,,,,,11.2,176.5,1005,18.5,3.4,282.2,24.4,9,,2017-09-10T06:03:30,2017-09-10T18:32:19,0.61,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-11,35.8,28,31.4,42.6,31.2,36.9,24,66.6,0,0,0,,,,,15.7,225,1006.5,45.6,3.4,269.5,23.2,9,,2017-09-11T06:03:59,2017-09-11T18:31:07,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-12,35.2,26,30.8,41.1,26,35.3,23.6,67.5,0.2,100,8.33,rain,,,,13,264.8,1006.7,42.9,3.4,247.1,21.3,8,,2017-09-12T06:04:28,2017-09-12T18:29:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-13,36.2,27.2,31.8,43.2,31,37.8,24.4,66.7,0,0,0,,,,,11.5,158.5,1006.2,34,3.4,264.5,22.7,9,,2017-09-13T06:04:58,2017-09-13T18:28:44,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-14,35,28.2,31.6,44.9,33.5,38.5,25,69,0,0,0,,,,,9.4,122.7,1005.8,42.1,2.8,252.8,21.8,8,,2017-09-14T06:05:27,2017-09-14T18:27:32,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-15,36,27.6,31.7,39.4,32.3,36.3,22.9,61.7,0,0,0,,,,,15.4,159.4,1004.8,29.5,3.2,222,19.2,7,,2017-09-15T06:05:56,2017-09-15T18:26:20,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-16,31.2,27.2,29.5,36.8,30.4,33.9,23.7,71.3,0,0,0,,,,,11.2,270.5,1005.1,65.5,3,191.8,16.6,6,,2017-09-16T06:06:26,2017-09-16T18:25:08,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-17,34.8,25,29.7,38.5,25,33.1,23,69,0,0,0,,,,,18.4,259.9,1004.2,59.2,3.3,263.8,22.9,9,,2017-09-17T06:06:55,2017-09-17T18:23:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-18,36,24,30.1,43,24,33.1,22.5,65.8,0,0,0,,,,,19,287,1003.5,25.2,3.4,271.2,23.4,9,,2017-09-18T06:07:24,2017-09-18T18:22:44,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-19,36,26,31.1,42.4,26,34.4,21.9,59.4,0,0,0,,,,,14.8,156.8,1003,22.6,3.2,269.8,23.3,9,,2017-09-19T06:07:54,2017-09-19T18:21:32,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-20,37.2,25.5,30.9,42.7,25.5,33.6,21.4,58.7,0,0,0,,,,,10.2,117.7,1002.5,13.7,3.1,267,23.1,9,,2017-09-20T06:08:24,2017-09-20T18:20:19,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-21,34.8,25.3,29.9,41.7,25.3,34.4,23.7,70.3,0.1,100,4.17,rain,,,,18.4,113.3,1002.6,50.1,3,248.4,21.6,8,,2017-09-21T06:08:53,2017-09-21T18:19:07,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-22,28,24.2,26.1,31.9,24.2,27.3,24,88.8,44,100,12.5,rain,,,33.5,16,64.2,1003.6,82.4,2.7,145.3,12.7,5,,2017-09-22T06:09:23,2017-09-22T18:17:55,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-23,26,24,24.6,26,24,24.6,23.6,94.3,34.2,100,16.67,rain,,,27.7,17.8,197,1005.2,84.9,2.6,209.2,18,7,,2017-09-23T06:09:53,2017-09-23T18:16:43,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-24,31,23,26.4,35.7,23,28.5,23.3,84.3,0,0,0,,,,,17.1,288.1,1007,47,2.6,250,21.6,9,,2017-09-24T06:10:23,2017-09-24T18:15:31,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-25,34.8,23,29.1,40.6,23,32.2,23.3,73.3,0,0,0,,,,,15.1,222.2,1004.8,1.5,2.8,259.7,22.4,9,,2017-09-25T06:10:53,2017-09-25T18:14:19,0.13,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-26,35,25.7,29.8,39.6,25.7,33.1,23.3,70.3,0,0,0,,,,,17.4,146.1,1005.7,6.9,3.2,261.3,22.7,9,,2017-09-26T06:11:24,2017-09-26T18:13:08,0.17,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-09-27,36.2,24.3,29.9,39,24.3,32.1,21.9,65.4,0,0,0,,,,,6.4,100.2,1006.2,1.1,3,260.3,22.6,9,,2017-09-27T06:11:54,2017-09-27T18:11:56,0.22,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-28,37,25.1,30.4,39.9,25.1,32.8,21.8,62.7,0,0,0,,,,,11.2,150.2,1005,5,3.1,257.1,22.3,9,,2017-09-28T06:12:25,2017-09-28T18:10:45,0.27,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-29,36,24,30.1,43.4,24,32.7,22,64.2,0,0,0,,,,,11.5,170.5,1004.9,1.1,3.2,250.6,21.7,8,,2017-09-29T06:12:56,2017-09-29T18:09:34,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-09-30,36,23,29.7,39.4,23,31.1,20.3,60.3,0,0,0,,,,,15.4,180.8,1007.1,0,3.3,260.3,22.4,9,,2017-09-30T06:13:27,2017-09-30T18:08:23,0.36,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-10-01,36,22.7,29.1,36.3,22.7,29.5,18.1,55.2,0,0,0,,,,,21.1,139.2,1006.9,0,3.6,260.5,22.4,9,,2017-10-01T06:13:58,2017-10-01T18:07:13,0.4,Clear,Clear conditions throughout the day.,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-10-02,36,22.4,29.2,35.8,22.4,29.4,17.3,52.2,0,0,0,,,,33.5,23.1,173.2,1005.9,0,3.8,256.2,22.2,9,,2017-10-02T06:14:30,2017-10-02T18:06:03,0.44,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-10-03,36,22,28.7,37.9,22,29.7,19.2,59,0,0,0,,,,,15.7,184.8,1007.1,0,3.4,247.9,21.4,9,,2017-10-03T06:15:02,2017-10-03T18:04:53,0.47,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
