name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new delhi,2017-05-11,41.3,27.8,34.6,43.7,28.6,36,17.5,38.2,0.2,100,8.33,rain,,,37.1,18.4,152,1005.2,26.3,3.7,314.8,27.2,10,,2017-05-11T05:32:53,2017-05-11T19:02:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-12,41.2,29.6,35,44,31,36.5,18.1,38,0,0,0,,,,,16.6,177.6,1005.4,46.3,2.5,295.1,25.6,9,,2017-05-12T05:32:14,2017-05-12T19:03:05,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-13,41.6,28.4,35.8,42.8,30.3,36.8,17,35.8,0,0,0,,,,37.1,16.8,213.2,1002.9,6,3,318.2,27.5,10,,2017-05-13T05:31:36,2017-05-13T19:03:41,0.53,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-14,44,29.7,36.7,44,29.4,36.5,14.2,28.1,0,0,0,,,,33.5,18.4,261.3,1000.4,16,3.4,296.6,25.9,10,,2017-05-14T05:30:59,2017-05-14T19:04:17,0.56,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-15,46,28.8,37.1,46,29.3,36.4,12.5,24.9,0,0,0,,,,30.3,20.4,190.2,998.6,8.4,3.6,315.2,27.3,10,,2017-05-15T05:30:24,2017-05-15T19:04:53,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-16,41.3,30,35.7,42.9,29.9,35.8,15.1,30,0,0,0,,,,33.5,16.6,294.2,999,29,3.1,308.4,26.6,9,,2017-05-16T05:29:49,2017-05-16T19:05:29,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-17,37.2,28.8,32.5,38.3,28.6,33.3,17,40.4,0.6,100,8.33,rain,,,33.5,15.4,247.2,1001.5,47.5,3.3,316.5,27.3,10,,2017-05-17T05:29:16,2017-05-17T19:06:05,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-18,40,28.2,34,40.9,29.1,35.3,17.8,39.7,0.2,100,8.33,rain,,,,21.7,151.7,1001.6,39.3,3.6,308.1,26.7,9,,2017-05-18T05:28:45,2017-05-18T19:06:41,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-19,42,28.6,33.2,44.6,30.3,34.2,17.5,40.7,0.5,100,4.17,rain,,,46.4,27.7,195.5,1001.8,46.6,3.5,315.5,27.3,10,,2017-05-19T05:28:14,2017-05-19T19:07:16,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-20,39,29.5,33.7,38.9,29.2,33.9,16,35.5,0,0,0,,,,35.3,21.7,186.2,1001.1,43.6,3.3,305.1,26.3,10,,2017-05-20T05:27:45,2017-05-20T19:07:52,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-21,39,24.3,31.4,41.4,24.3,31.9,17.3,45.8,17,100,4.17,rain,,,37.1,20.7,140.9,1000.9,33.4,2.8,285.6,24.7,9,,2017-05-21T05:27:17,2017-05-21T19:08:27,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-22,29,25.2,27.3,30.1,25.2,28.1,18.6,59.4,0.2,100,4.17,rain,,,27.7,15.1,185.8,1004.5,64.3,3,316.1,27.2,10,,2017-05-22T05:26:51,2017-05-22T19:09:01,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-23,38.3,23.9,32.1,39.6,23.9,32.8,17.9,46.2,0,0,0,,,,,17.8,142.8,1003.1,27.4,3.5,312.2,26.9,10,,2017-05-23T05:26:26,2017-05-23T19:09:36,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-24,41,27.7,34.9,45,29.8,37.2,19.2,41,0,0,0,,,,,14.4,95.8,1001.3,37.9,3.3,307.9,26.8,10,,2017-05-24T05:26:02,2017-05-24T19:10:10,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-05-25,41.4,29.7,35.6,44.2,29.7,36.8,17.2,34.8,0,0,0,,,,27.7,11.2,179.5,999.8,21.4,3.5,319.9,27.9,10,,2017-05-25T05:25:39,2017-05-25T19:10:44,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-26,44.2,29.9,37.2,44.2,32.9,38.7,17.5,33.9,0,0,0,,,,46.4,27.7,160.4,997.8,5.7,3.4,315.4,27.3,10,,2017-05-26T05:25:18,2017-05-26T19:11:17,0,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-27,40.2,30,34.4,48.5,30.3,37.7,20,43.4,0,0,0,,,,37.1,24.1,102,998,5.3,3.6,311.3,26.9,10,,2017-05-27T05:24:58,2017-05-27T19:11:50,0.02,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-28,37,26,31.5,41,26,34.4,21.5,56.9,12,100,8.33,rain,,,40.7,25,105.2,998.8,23,4,309,26.9,10,,2017-05-28T05:24:40,2017-05-28T19:12:23,0.05,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-29,33.8,23,29,38.4,23,31.4,21.7,66,8,100,8.33,rain,,,37.1,35.2,105.2,999.5,38.7,3.3,323.3,27.9,10,,2017-05-29T05:24:23,2017-05-29T19:12:55,0.09,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-30,37,23,31.4,40.9,23,34,21.1,56.9,0,0,0,,,,,18.4,78.9,997.6,15.1,3.7,323.2,27.9,10,,2017-05-30T05:24:07,2017-05-30T19:13:27,0.14,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-05-31,34.5,25,29,39,25,31.8,22.2,67.8,12,100,4.17,rain,,,36.3,20.8,105.7,999.7,39.1,3.3,313,26.8,10,,2017-05-31T05:23:53,2017-05-31T19:13:58,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-01,37,26,31.9,41.1,26,34.8,21.6,57.3,5.7,100,20.83,rain,,,,15,206.5,1000.7,28.1,3,312.4,27.1,9,,2017-06-01T05:23:40,2017-06-01T19:14:28,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-02,40.3,26.5,34.1,41.2,26.5,35.7,18.9,44.9,0,0,0,,,,,13,248.4,1000.4,1.1,2.9,332.2,28.7,10,,2017-06-02T05:23:28,2017-06-02T19:14:58,0.3,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-03,42.4,29.5,36.9,43,32.5,38.2,17.2,34.6,0,0,0,,,,37.1,21,267.2,997.6,0,3.6,324.6,28.1,10,,2017-06-03T05:23:18,2017-06-03T19:15:27,0.35,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-04,45.5,32.3,39.1,45.5,32.5,39.2,14.9,25.4,0,0,0,,,,40.7,22.5,263.8,996.6,0,3.6,322.9,28,10,,2017-06-04T05:23:09,2017-06-04T19:15:56,0.39,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-05,45,34.4,39.4,48.6,34.7,41.2,18.1,29.9,0,0,0,,,,46.4,27.4,268,997.2,0,3.6,309.4,26.9,9,,2017-06-05T05:23:01,2017-06-05T19:16:24,0.43,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-06,43,31.8,37.7,47.6,35.7,41.1,19.8,36.7,0,0,0,,,,43.1,24.6,235.8,999.6,8,3.7,314.3,27.4,9,,2017-06-06T05:22:55,2017-06-06T19:16:52,0.46,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-07,37,27,31.6,40.7,27.9,34.1,20.5,53.2,0.5,100,12.5,rain,,,48.2,29.5,107.4,1004,36.3,3.6,272.7,23.8,8,,2017-06-07T05:22:50,2017-06-07T19:17:18,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-08,34.7,26.8,30.8,38,28.9,33.6,21.1,56.9,5,100,4.17,rain,,,33.5,19,148.3,1002.6,51.8,3.8,290.5,25,9,,2017-06-08T05:22:46,2017-06-08T19:17:44,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-06-09,37.3,27.4,32.3,43.1,30.2,35.7,21.5,54.4,0,0,0,,,,,16.6,119,1001,53.9,3.2,321.1,27.7,10,,2017-06-09T05:22:44,2017-06-09T19:18:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-10,39,28.4,33.3,43.5,31.3,36.2,20.3,48.1,0,0,0,,,,46.4,35.4,126,999.7,44.8,3.3,315.8,27.3,10,,2017-06-10T05:22:43,2017-06-10T19:18:33,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-11,38,25.9,31.9,40.2,25.9,32.9,18,45.4,0,0,0,,,,37.1,22.3,168.2,999.7,25.9,3.8,312.2,26.9,10,,2017-06-11T05:22:43,2017-06-11T19:18:56,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-12,42,26.2,34.6,43.2,26.2,35.9,18,40.5,0,0,0,,,,40.7,22.3,222.8,997.6,7.6,3.9,334,28.8,10,,2017-06-12T05:22:45,2017-06-12T19:19:19,0.54,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-13,42.2,28,36.1,44.1,30.6,37.4,17.7,36,0.4,100,8.33,rain,,,40.7,27.6,228.7,997.3,33,3.5,307.3,26.5,9,,2017-06-13T05:22:48,2017-06-13T19:19:40,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-14,42,29.8,34.7,45,30,35.9,17.4,36.7,1.5,100,8.33,rain,,,45.2,27.2,195.9,999.3,29.3,3.4,322.9,28.1,10,,2017-06-14T05:22:52,2017-06-14T19:20:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-15,41,29,34.5,42.7,29.1,35.8,17.7,38.1,0.3,100,8.33,rain,,,33.5,16.2,213.3,999.7,35.5,3.3,260.6,22.6,9,,2017-06-15T05:22:57,2017-06-15T19:20:21,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-16,34.8,22.5,29.1,41,22.5,31.7,22,67.9,16.5,100,8.33,rain,,,37.1,21.3,137,1000.8,53.2,3,267.8,23.3,9,,2017-06-16T05:23:03,2017-06-16T19:20:39,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-06-17,31.4,26,28.8,37.3,26,31.9,22.5,69,3.5,100,4.17,rain,,,33.5,21.7,192,1000.4,65.1,3.2,291.5,25.1,9,,2017-06-17T05:23:11,2017-06-17T19:20:57,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-18,36,26,31.1,43.9,26,36.3,23.7,65.7,0,0,0,,,,33.5,19,223.8,998.8,43.3,3.1,276.3,23.8,9,,2017-06-18T05:23:20,2017-06-18T19:21:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-19,37,24.3,31.2,48.6,24.3,37.2,24.8,70.3,25,100,8.33,rain,,,46.4,25.7,181,997.2,53.5,3.1,222.6,19.3,8,,2017-06-19T05:23:30,2017-06-19T19:21:29,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-20,32.2,24,27.3,37.9,24,29.6,23.4,80.7,18,100,8.33,rain,,,37.1,18.4,126.9,998.8,54.1,3,306.2,26.5,9,,2017-06-20T05:23:41,2017-06-20T19:21:43,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-21,32.1,24.2,28.3,40.2,24.2,32.2,24.5,80.9,36,100,12.5,rain,,,,22.3,202.3,998.8,55.1,2.8,290.1,25.3,9,,2017-06-21T05:23:53,2017-06-21T19:21:56,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-22,33,25.9,30,38.8,25.9,34.2,23.5,69.3,3,100,4.17,rain,,,33.5,20.5,220,1000,34.6,3.4,229.1,19.8,7,,2017-06-22T05:24:07,2017-06-22T19:22:08,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-06-23,36,26.1,31.7,41.7,26.1,36.7,23.6,63.9,0,0,0,,,,,14.8,302.7,999.7,31.4,3.4,324.3,27.8,10,,2017-06-23T05:24:21,2017-06-23T19:22:19,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-24,38,28.3,33.4,47.3,32.7,40.4,24.5,60.6,0,0,0,,,,,10.6,73.7,997.2,21.3,3.5,326.8,28.3,10,,2017-06-24T05:24:37,2017-06-24T19:22:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-25,39.2,30.3,34.8,50.1,37.7,43.4,25.3,59,0,0,0,,,,,11.2,78.9,997.3,31.3,3.3,319.3,27.6,9,,2017-06-25T05:24:53,2017-06-25T19:22:37,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-26,38,30.2,34.6,53.6,32.5,44.4,25.9,61.2,0,0,0,,,,,18.4,83.3,998.4,38,3.6,285.9,24.8,9,,2017-06-26T05:25:11,2017-06-26T19:22:44,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-06-27,39,31.2,34.7,50.3,35.1,44.4,25.8,60.6,0.9,100,4.17,rain,,,37.1,18.4,90.1,998.1,44.4,3.7,307.5,26.6,9,,2017-06-27T05:25:29,2017-06-27T19:22:50,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-06-28,34,26,29.2,46.3,26,34.4,25.4,81,33,100,12.5,rain,,,,18.4,144.7,999.9,76.8,2.7,276,23.9,9,,2017-06-28T05:25:49,2017-06-28T19:22:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-06-29,30.8,25,28.2,38.7,25,33.4,25.9,88,18.4,100,8.33,rain,,,,13.3,97,999.3,75.6,2.2,127.7,11,4,,2017-06-29T05:26:09,2017-06-29T19:22:58,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-06-30,30.9,26.2,27.8,40.6,26.2,33.3,26.5,92.9,29.6,100,12.5,rain,,,,15.3,99.1,996.9,69.9,2.2,239.5,20.7,7,,2017-06-30T05:26:30,2017-06-30T19:23:00,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42182099999,VIDP,42181099999,VIDD,remote"
new delhi,2017-07-01,34.2,26.8,29.5,47.9,29.6,37.1,26.8,86.2,21,100,12.5,rain,,,,22.3,122.8,995.6,69.5,2.4,300.3,25.9,9,,2017-07-01T05:26:52,2017-07-01T19:23:01,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-02,35.5,26,28.7,41.8,26,34.7,26.3,87.7,4,100,4.17,rain,,,,14.8,97.7,997.1,63.3,2.4,316.6,27.5,10,,2017-07-02T05:27:15,2017-07-02T19:23:00,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-03,36.7,27.2,31.3,51.1,32,40.5,26.8,77.9,0.3,100,12.5,rain,,,,11.2,103.4,996.6,50,2.7,315.2,27.1,9,,2017-07-03T05:27:38,2017-07-03T19:22:58,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-04,36,28,32.4,48.1,32.3,41.4,26,69.7,1,100,4.17,rain,,,27.7,21.7,258.8,995.1,46.4,3.9,300.7,25.8,9,,2017-07-04T05:28:03,2017-07-04T19:22:55,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-05,35,29.1,32.4,46.2,32.9,40.1,25.2,66,0.2,100,8.33,rain,,,33.5,21.6,253.7,996.6,54.4,3.7,288.3,25,9,,2017-07-05T05:28:28,2017-07-05T19:22:50,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-06,35,26,30.7,48,26,37.5,25.1,72.6,8,100,8.33,rain,,,,16.6,144.8,999.1,65.2,3.2,277.1,23.9,8,,2017-07-06T05:28:54,2017-07-06T19:22:44,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-07,35.2,26,30.3,46.1,26,37.1,25.6,76.8,10,100,4.17,rain,,,,14.8,124.1,1000.4,64.6,3,301.1,26.1,9,,2017-07-07T05:29:20,2017-07-07T19:22:37,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-08,36.4,28.5,32.7,46.3,34.2,40.4,25.3,66.2,0,0,0,,,,27.7,15.5,210.9,999.8,44.1,3.3,302.8,26.2,9,,2017-07-08T05:29:47,2017-07-08T19:22:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-09,39,28.6,34.2,47.2,31.4,41.5,24.4,58.1,0,0,0,,,,33.5,14.8,235.6,998.8,38.8,3.8,288,25,9,,2017-07-09T05:30:15,2017-07-09T19:22:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-10,38,28.8,34.1,44.3,31.1,40.1,23.4,54.5,0.2,100,4.17,rain,,,33.5,20.1,224.2,998.8,46.3,3.7,309.2,26.9,9,,2017-07-10T05:30:43,2017-07-10T19:22:06,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-11,35.8,26.2,30.1,45.8,26.2,35.7,25.1,75.7,22,100,4.17,rain,,,,17.6,153.2,1000,72.3,3.4,286.7,24.8,9,,2017-07-11T05:31:12,2017-07-11T19:21:53,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-12,33,26,29.3,42.1,26,34.8,25.2,79.5,3,100,4.17,rain,,,,18.4,126.2,1001.4,65.2,3.3,282.5,24.6,9,,2017-07-12T05:31:41,2017-07-12T19:21:39,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-13,35.4,26.4,30.7,44.2,26.4,36,24.4,70.1,0,0,0,,,,27.7,20.5,93.1,1000.3,51,3.8,251.8,21.7,7,,2017-07-13T05:32:11,2017-07-13T19:21:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-14,36,27.1,32,47.3,30.3,39.6,25.4,68.7,0,0,0,,,,,16.6,92.2,999.6,49.1,3.8,287.5,24.8,9,,2017-07-14T05:32:41,2017-07-14T19:21:06,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999,VIDD,remote"
new delhi,2017-07-15,35,29,31,46,35.6,39.4,26.2,76.2,5,100,4.17,rain,,,,16.6,96.9,999.8,52,3.6,259.5,22.5,9,,2017-07-15T05:33:11,2017-07-15T19:20:47,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-16,36,28.8,31.7,47.7,35.6,41.2,26.8,76.1,0.1,100,4.17,rain,,,,11.2,97.2,999.3,59.9,3.2,148.6,12.9,4,,2017-07-16T05:33:42,2017-07-16T19:20:27,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
new delhi,2017-07-17,33.6,27.7,29.7,43.8,33,37.6,26.7,84.2,20,100,4.17,rain,,,33.5,19.5,96.2,999.4,61,2.8,168.5,14.4,6,,2017-07-17T05:34:14,2017-07-17T19:20:06,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42139099999,42181099999,VIDD"
